ip,country,latitude,longitude
118.25.21.94,CN,39.9289,116.3883
94.20.71.172,AZ,40.5,47.5
59.120.25.131,TW,23.5,121.0
23.245.228.236,US,34.0584,-118.278
118.140.1.178,HK,22.3667,114.1
222.92.138.210,CN,32.0617,118.7778
200.61.187.49,AR,-34.6033,-58.3817
185.53.88.119,NL,52.3824,4.8995
198.108.67.18,US,37.751,-97.822
203.82.96.131,AU,-33.8333,151.0167
177.85.83.37,BR,-20.6435,-44.4986
185.86.180.175,IR,35.6961,51.4231
203.151.96.183,TH,13.75,100.4667
175.45.180.224,IN,20.0,77.0
198.108.67.22,US,37.751,-97.822
209.52.149.41,CA,49.141,-122.8569
194.147.34.37,RU,55.7527,37.6172
185.176.221.146,LV,57.0,25.0
209.222.104.234,US,40.5511,-74.4606
193.70.56.210,NL,52.3824,4.8995
158.140.143.254,SG,1.2929,103.8547
178.21.130.203,NO,59.95,10.75
219.144.245.34,CN,34.2598,108.9294
194.147.32.192,RU,55.7527,37.6172
173.219.133.94,US,32.2787,-101.4578
91.205.172.202,DE,48.1089,11.6074
80.211.128.206,IT,43.4628,11.880700000000001
45.40.203.61,CN,39.9289,116.3883
104.36.167.7,US,25.7634,-80.1886
1.119.154.194,CN,39.9288,116.3889
119.202.199.9,KR,37.5112,126.97409999999999
5.32.117.126,AE,25.2633,55.3087
88.214.26.80,DE,51.2993,9.491
79.133.193.4,PL,52.2505,20.9948
58.252.58.242,CN,23.0833,114.4
59.124.247.86,TW,25.0478,121.5318
14.139.62.139,IN,20.0,77.0
93.42.99.86,IT,41.8904,12.5124
60.250.39.88,TW,25.0478,121.5318
39.106.110.131,CN,34.7725,113.7266
120.237.81.22,CN,34.7725,113.7266
113.200.161.3,CN,34.2598,108.9294
114.112.228.105,HK,22.25,114.1667
60.251.111.30,TW,25.0478,121.5318
124.158.9.168,VN,16.0,106.0
123.56.49.19,CN,34.7725,113.7266
91.202.128.80,UA,50.4547,30.5238
172.246.126.116,US,25.7806,-80.1826
200.253.164.2,BR,-22.8305,-43.2192
198.108.66.48,US,37.751,-97.822
195.142.112.244,TR,41.002,28.9646
189.203.240.189,MX,20.0836,-98.3629
222.73.44.123,CN,31.0449,121.4012
222.233.105.177,KR,37.6564,126.835
169.239.3.105,TZ,-6.8,39.2833
201.33.22.133,BR,-22.8305,-43.2192
178.33.180.171,FR,48.8582,2.3387000000000002
211.167.76.130,CN,34.7725,113.7266
200.54.166.130,CL,-33.4378,-70.6503
211.75.222.94,TW,23.5,121.0
198.108.67.27,US,37.751,-97.822
198.108.66.255,US,37.751,-97.822
185.244.25.111,NL,52.3824,4.8995
106.0.7.201,CN,24.4798,118.0819
51.218.151.191,SA,24.6537,46.7152
51.15.67.70,FR,48.8582,2.3387000000000002
87.119.200.33,DE,51.2993,9.491
2.232.250.118,IT,38.129,13.3341
88.214.26.70,DE,51.2993,9.491
59.188.77.140,HK,22.25,114.1667
107.170.193.219,US,37.7353,-122.3732
149.56.232.185,CA,45.5063,-73.5794
134.209.122.33,US,40.793,-74.0247
103.214.143.13,HK,22.25,114.1667
59.188.251.54,HK,22.25,114.1667
82.146.58.204,RU,55.7386,37.6068
83.233.68.203,SE,59.3613,17.9711
147.135.11.22,US,38.9609,-77.3429
78.62.226.207,LT,55.0833,24.2833
103.22.173.226,IN,17.3784,78.4712
206.183.108.42,US,39.952,-75.1814
219.129.216.16,CN,23.1167,113.25
164.132.68.7,FR,48.8582,2.3387000000000002
162.248.4.172,US,36.1008,-115.1365
202.105.31.91,CN,23.1167,113.25
165.227.148.68,DE,50.1155,8.6842
193.22.159.27,AT,48.2,16.3667
178.62.57.125,GB,51.5353,-0.6658
198.108.66.211,US,37.751,-97.822
185.255.31.34,RU,55.7386,37.6068
185.35.79.50,GB,51.4964,-0.1224
209.61.195.74,US,41.4878,-75.7057
180.232.99.46,PH,14.6488,121.0509
212.104.69.236,RU,56.8577,60.611
172.247.82.108,US,34.0549,-118.2578
223.27.104.10,VN,16.0,106.0
223.16.231.184,HK,22.2802,114.1634
198.108.66.221,US,37.751,-97.822
200.76.56.35,MX,19.4342,-99.1386
198.108.66.162,US,37.751,-97.822
178.128.95.136,SG,1.2929,103.8547
45.248.163.41,IN,30.8968,75.8485
103.80.134.84,KR,37.5985,126.9783
103.76.196.82,BD,23.7272,90.4093
31.208.177.53,SE,62.3913,17.3063
37.49.231.141,NL,52.3824,4.8995
54.184.232.66,US,45.8491,-119.7143
59.38.100.112,CN,23.1167,113.25
96.127.158.236,US,41.8777,-87.6376
118.24.187.179,CN,39.9289,116.3883
71.42.172.43,US,32.3834,-86.2434
74.55.183.162,US,32.9322,-96.8353
60.190.222.173,CN,30.294,120.1619
122.116.157.167,TW,25.0478,121.5318
61.7.253.220,TH,13.75,100.4667
95.85.97.254,TM,40.0,60.0
31.210.217.50,RU,53.2517,39.1478
95.42.11.95,BG,42.683,23.3175
87.229.214.190,RU,55.7527,37.6172
142.93.144.179,CA,43.6547,-79.3623
27.223.90.210,CN,36.066,120.3694
36.66.112.254,ID,-6.1741,106.8296
103.55.30.165,HK,22.25,114.1667
211.115.112.86,KR,37.5112,126.97409999999999
159.89.159.125,US,37.3417,-121.9753
173.255.230.120,US,40.739,-74.1697
187.255.178.2,BR,-9.9667,-67.8
188.166.209.134,SG,1.2929,103.8547
173.208.200.22,US,39.1029,-94.5713
191.102.86.94,CO,5.5353,-73.3678
198.108.66.172,US,37.751,-97.822
198.108.66.165,US,37.751,-97.822
189.165.79.206,MX,19.0439,-98.1984
188.246.226.71,RU,55.7386,37.6068
122.147.42.3,TW,23.5,121.0
39.107.230.237,CN,34.7725,113.7266
139.59.57.232,IN,12.9833,77.5833
123.207.50.181,CN,39.9288,116.3889
61.190.254.63,CN,30.9333,117.8167
114.119.33.2,CN,23.1167,113.25
89.41.173.167,RO,46.0,25.0
41.190.131.226,MU,-20.2833,57.55
37.116.253.35,IT,41.1101,16.6909
43.230.144.10,HK,22.3167,114.2167
91.240.74.68,RU,55.7527,37.6172
58.145.169.148,ID,-7.8014,110.3647
45.43.228.62,US,37.751,-97.822
85.29.60.17,TR,41.0214,28.9948
78.187.172.141,TR,41.0214,28.9948
120.72.112.166,VN,16.0,106.0
62.176.26.91,RU,55.7527,37.6172
51.15.70.87,FR,48.8582,2.3387000000000002
90.211.102.103,GB,52.4548,-1.8596
107.6.150.243,NL,52.2832,4.7521
113.141.67.184,CN,34.2598,108.9294
59.125.61.20,TW,24.1469,120.6839
110.36.226.226,PK,31.4909,74.3681
60.194.185.2,CN,39.9289,116.3883
104.233.227.97,US,37.3387,-121.8914
128.1.163.208,US,34.0729,-118.2606
94.177.226.232,DE,50.0979,8.5999
60.248.85.32,TW,24.8065,120.9706
54.223.190.195,CN,39.9288,116.3889
172.93.97.106,US,40.5511,-74.4606
195.154.50.22,FR,48.8582,2.3387000000000002
170.239.73.18,BR,-20.0446,-44.1344
198.46.168.73,US,42.8864,-78.8781
221.12.59.213,CN,30.294,120.1619
185.153.198.177,MD,47.0188,28.8128
203.119.217.116,CN,30.294,120.1619
200.111.152.115,CL,-53.15,-70.9167
198.108.66.218,US,37.751,-97.822
182.61.21.250,CN,39.9289,116.3883
171.208.222.183,CN,30.6667,104.0667
219.129.237.188,CN,23.1167,113.25
198.108.66.207,US,37.751,-97.822
176.27.143.194,GB,51.75,-0.3333
198.108.66.192,US,37.751,-97.822
221.127.64.249,HK,22.2909,114.15
211.99.195.137,CN,34.7725,113.7266
211.75.193.168,TW,24.1469,120.6839
202.131.225.125,MN,46.0,105.0
94.5.165.38,GB,50.9977,-0.1031
37.49.225.165,NL,52.3824,4.8995
116.118.79.253,VN,10.8142,106.6438
46.224.1.114,IR,35.6961,51.4231
46.161.14.13,RU,55.7386,37.6068
94.255.247.21,SE,59.3307,18.0718
103.49.11.106,HK,22.25,114.1667
85.97.196.241,TR,38.4067,27.14
121.8.190.26,CN,23.1167,113.25
149.28.16.231,JP,35.5826,139.7459
23.239.97.2,US,34.0584,-118.278
112.175.76.163,KR,37.5112,126.97409999999999
88.224.45.32,TR,41.018,28.9745
109.228.4.167,GB,51.4964,-0.1224
31.222.141.155,GB,51.4964,-0.1224
118.112.188.82,CN,30.6667,104.0667
114.47.199.70,TW,22.6714,120.4881
5.102.182.119,BA,44.7667,16.667
121.32.236.42,CN,23.1167,113.25
23.224.140.2,US,34.0549,-118.2578
122.112.71.165,CN,39.9289,116.3883
52.151.81.232,GB,51.5142,-0.0931
62.98.92.151,IT,40.8526,14.2685
45.116.34.222,CN,34.7725,113.7266
107.6.150.242,NL,52.2832,4.7521
68.183.156.125,US,40.8364,-74.1403
147.235.164.50,IL,31.5,34.75
119.10.57.64,CN,34.7725,113.7266
31.131.195.63,RU,56.7333,37.1667
136.243.102.159,DE,51.2993,9.491
197.226.248.31,MU,-20.2439,57.4797
208.93.152.17,US,37.751,-97.822
207.219.72.213,CA,43.6591,-79.4626
209.15.221.247,CA,43.6021,-79.5402
173.212.200.26,DE,49.4075,11.1649
198.108.66.210,US,37.751,-97.822
156.238.2.209,US,37.751,-97.822
190.242.118.72,CO,10.9711,-74.7837
173.227.251.194,US,35.2722,-80.9543
209.94.190.219,US,37.751,-97.822
182.254.130.16,CN,39.9288,116.3889
211.72.81.124,TW,23.5,121.0
222.214.218.159,CN,30.6667,104.0667
194.58.71.150,RU,55.7386,37.6068
192.227.217.41,US,42.8864,-78.8781
185.232.67.11,RO,45.7537,21.2257
217.18.41.6,ES,40.4143,-3.7016
115.25.87.34,CN,34.7725,113.7266
104.129.128.97,US,40.7494,-73.9664
104.233.227.237,US,37.3387,-121.8914
45.62.211.26,CA,43.6319,-79.3716
70.33.248.171,CA,43.6319,-79.3716
89.35.193.230,RO,46.0,25.0
113.96.138.10,CN,23.1167,113.25
77.245.109.164,KZ,48.0,68.0
113.141.64.157,CN,34.2598,108.9294
45.40.50.71,SG,1.2929,103.8547
46.19.225.236,AL,41.0,20.0
103.21.234.240,IN,12.3072,76.6497
94.177.196.11,IT,43.4628,11.880700000000001
70.23.31.53,US,40.5352,-74.2116
88.212.197.222,RU,55.7386,37.6068
147.135.116.72,US,38.9609,-77.3429
61.174.50.152,CN,30.294,120.1619
78.186.39.84,TR,36.95,35.35
23.95.120.105,US,42.8864,-78.8781
34.214.174.94,US,45.8491,-119.7143
58.7.172.132,AU,-20.4066,118.6007
14.215.133.121,CN,23.1167,113.25
107.170.192.134,US,37.7353,-122.3732
40.140.210.86,US,29.5652,-98.6145
35.153.103.185,US,39.0481,-77.4728
67.205.143.143,US,40.793,-74.0247
1.165.66.14,TW,24.1469,120.6839
95.61.85.100,ES,28.414,-16.5487
119.249.54.183,CN,34.7725,113.7266
94.207.229.245,AE,25.2633,55.3087
61.161.214.3,CN,41.7922,123.4328
96.233.79.179,US,42.1756,-71.6032
103.111.57.146,ID,-6.175,106.8286
45.6.160.222,BR,-22.785800000000002,-43.4326
118.187.15.99,CN,39.9289,116.3883
89.189.177.229,RU,55.041,82.9428
121.100.50.70,AF,33.0,65.0
61.19.109.115,TH,13.75,100.4667
164.77.199.123,CL,-33.4378,-70.6503
223.202.202.208,CN,39.9289,116.3883
206.114.197.148,US,37.751,-97.822
223.16.210.47,HK,22.2909,114.15
198.108.67.30,US,37.751,-97.822
193.164.131.49,DE,48.1089,11.6074
192.254.233.100,US,29.8324,-95.472
187.111.184.102,BR,-23.5822,-47.409
201.103.107.203,MX,19.4491,-99.1574
223.71.63.130,CN,39.9288,116.3889
164.215.220.30,IR,35.6961,51.4231
196.188.12.124,ET,9.0243,38.7492
198.108.67.28,US,37.751,-97.822
185.52.55.148,NL,52.3824,4.8995
221.122.108.178,CN,31.0449,121.4012
218.24.74.11,CN,41.7922,123.4328
189.222.201.237,MX,31.8967,-116.605
164.160.20.18,ZA,-26.2309,28.0583
177.222.15.176,BR,-25.4317,-54.4559
178.21.164.95,IR,35.6961,51.4231
178.33.254.29,FR,48.8582,2.3387000000000002
218.64.216.73,CN,28.55,115.9333
180.168.87.61,CN,31.0449,121.4012
198.108.67.19,US,37.751,-97.822
198.108.67.21,US,37.751,-97.822
114.33.191.90,TW,22.9908,120.2133
112.90.243.27,CN,23.1167,113.25
117.139.162.180,CN,30.6667,104.0667
34.95.77.13,US,37.751,-97.822
107.170.193.18,US,37.7353,-122.3732
60.172.5.154,CN,32.9,115.8167
61.184.135.77,CN,30.5856,114.2665
104.168.167.92,US,47.4902,-122.3004
52.57.18.206,DE,50.1155,8.6842
43.249.204.198,HK,22.25,114.1667
61.191.210.54,CN,31.8639,117.2808
138.118.247.5,BR,-25.5026,-49.2916
145.249.106.176,NL,52.3534,4.9087
60.190.143.82,CN,30.294,120.1619
59.106.114.94,JP,34.6869,135.5211
125.227.191.71,TW,25.0478,121.5318
5.144.131.68,IR,35.7261,51.3304
103.70.155.79,IN,28.6014,77.1989
75.102.10.182,US,42.8864,-78.8781
68.194.230.145,US,40.873,-73.8233
24.248.255.231,US,35.5144,-97.5865
68.191.33.206,US,41.3312,-73.2243
113.108.221.106,CN,23.0833,114.4
124.251.28.75,CN,39.9289,116.3883
118.25.72.166,CN,39.9289,116.3883
66.23.230.51,US,40.7876,-74.06
113.10.171.149,HK,22.25,114.1667
202.175.181.124,MO,22.2,113.55
185.170.40.26,US,37.751,-97.822
173.249.1.43,DE,49.4075,11.1649
198.108.67.17,US,37.751,-97.822
201.33.22.80,BR,-22.8305,-43.2192
183.238.198.88,CN,22.5333,114.1333
183.56.160.51,CN,23.1167,113.25
212.156.136.42,TR,41.018,28.9745
185.219.134.128,TR,41.018,28.9745
198.108.66.170,US,37.751,-97.822
185.244.25.228,NL,52.3824,4.8995
198.108.66.223,US,37.751,-97.822
179.185.99.132,BR,-16.6397,-49.2591
185.101.105.162,RO,46.0,25.0
198.108.66.160,US,37.751,-97.822
222.231.63.182,KR,37.5112,126.97409999999999
170.254.87.3,BR,-27.6333,-48.6667
213.7.221.26,CY,35.0083,33.8917
212.217.113.11,MA,32.0,-5.0
198.108.66.184,US,37.751,-97.822
195.154.231.172,FR,48.8543,2.3527
198.108.66.204,US,37.751,-97.822
210.245.164.80,HK,22.25,114.1667
198.108.66.202,US,37.751,-97.822
177.23.28.55,BR,-19.4704,-42.5466
187.188.109.81,MX,19.4342,-99.1386
189.205.2.53,MX,19.4342,-99.1386
23.238.204.88,US,32.8137,-96.8704
122.129.215.3,KR,37.5112,126.97409999999999
66.212.30.210,US,34.0549,-118.2578
37.49.225.7,NL,52.3824,4.8995
78.169.48.177,TR,36.9333,35.3333
108.161.129.107,US,40.1913,-75.4373
92.63.57.72,CZ,50.0848,14.411200000000001
94.255.246.250,SE,59.3307,18.0718
80.241.214.108,DE,48.1089,11.6074
92.51.75.155,GE,42.0,43.5
36.89.232.228,ID,-6.3033,107.3056
68.183.130.96,US,40.793,-74.0247
51.15.117.84,FR,48.8582,2.3387000000000002
118.98.166.41,ID,-6.175,106.8286
144.2.39.197,IE,51.8969,-8.495
89.21.149.16,RU,55.7527,37.6172
121.205.96.188,CN,24.4798,118.0819
124.250.63.8,CN,39.9289,116.3883
92.63.194.49,RU,55.7386,37.6068
65.255.43.45,US,33.7908,-118.3248
78.100.70.190,QA,25.2925,51.5321
103.203.210.105,IN,28.9833,77.0167
27.221.126.220,CN,36.1853,117.12
89.176.24.93,CZ,50.1051,14.4016
192.210.189.105,US,42.8864,-78.8781
205.209.144.72,US,37.3209,-121.9126
203.195.158.27,CN,39.9288,116.3889
160.20.243.34,BR,-22.8305,-43.2192
198.108.66.168,US,37.751,-97.822
189.211.190.42,MX,25.6806,-100.2817
167.99.199.129,GB,51.5353,-0.6658
163.172.206.39,FR,48.8582,2.3387000000000002
198.108.66.197,US,37.751,-97.822
185.53.91.26,IS,64.1432,-21.9466
187.174.196.162,MX,19.2821,-99.201
209.240.106.250,US,42.7462,-73.763
177.39.156.169,BR,-22.9201,-43.3307
198.108.67.26,US,37.751,-97.822
200.60.4.74,PE,-12.0464,-77.0428
180.97.82.4,CN,32.0617,118.7778
78.71.253.16,SE,57.8333,12.3
1.192.131.153,CN,34.6836,113.5325
107.173.23.194,US,42.8864,-78.8781
65.49.5.2,US,37.751,-97.822
146.196.65.179,VN,10.8142,106.6438
37.49.231.21,NL,52.3824,4.8995
69.172.93.13,HK,22.25,114.1667
89.142.235.246,SI,46.2309,15.2604
103.114.10.230,BD,22.3948,91.8365
104.192.83.17,US,37.751,-97.822
46.254.241.205,RU,52.2978,104.2964
125.212.251.64,VN,16.0,106.0
149.255.152.55,AZ,40.5,47.5
103.226.153.226,HK,22.25,114.1667
114.129.36.132,SG,1.3667,103.8
144.217.197.74,US,40.739,-74.1697
116.49.1.198,HK,22.2909,114.15
46.32.228.172,GB,51.4964,-0.1224
77.247.109.8,NL,52.3824,4.8995
134.209.0.38,US,37.3417,-121.9753
107.170.192.187,US,37.7353,-122.3732
219.150.245.253,CN,34.6836,113.5325
185.180.15.99,CZ,49.9725,12.7044
198.108.66.198,US,37.751,-97.822
218.208.92.114,MY,6.4246,100.2736
185.156.175.218,CH,47.3925,8.4546
185.153.198.174,MD,47.0188,28.8128
176.121.14.194,UA,50.45,30.5233
196.28.101.116,ZA,-29.0,24.0
198.108.66.182,US,37.751,-97.822
197.220.244.218,ZM,-17.85,25.8667
198.23.145.10,US,42.8864,-78.8781
175.184.233.24,ID,-6.1741,106.8296
205.185.120.96,US,37.3387,-121.8914
187.111.23.226,BR,-19.9626,-44.1945
211.157.101.163,CN,39.9289,116.3883
198.108.66.213,US,37.751,-97.822
186.237.0.5,BR,-22.7824,-45.0608
123.207.34.136,CN,39.9288,116.3889
123.8.168.38,CN,34.6836,113.5325
60.13.146.20,CN,43.801,87.6005
91.200.126.90,UA,50.4547,30.5238
81.18.39.126,KZ,48.0,68.0
92.7.117.47,GB,51.6144,-0.05
119.204.134.146,KR,36.6353,127.4678
41.226.250.39,TN,36.8061,10.1711
31.208.171.149,SE,63.1667,17.2667
60.226.43.1,AU,-27.6667,153.1333
104.129.128.96,US,40.7494,-73.9664
134.73.252.36,US,34.0729,-118.2606
69.24.139.8,US,35.1273,-85.2802
89.248.171.38,NL,52.3824,4.8995
88.248.29.116,TR,41.0214,28.9948
37.187.26.184,FR,48.8582,2.3387000000000002
124.93.21.68,CN,38.9122,121.6022
23.91.75.210,US,30.3423,-97.6673
58.217.157.233,CN,32.0617,118.7778
14.225.3.180,VN,16.0,106.0
14.29.84.254,CN,23.1167,113.25
119.10.73.238,CN,34.7725,113.7266
134.209.85.210,NL,52.352,4.9392
104.152.52.32,US,37.751,-97.822
185.53.88.31,NL,52.3824,4.8995
202.77.108.60,ID,-6.1741,106.8296
208.91.111.218,US,39.776,-75.6889
212.124.20.253,RU,56.9972,40.9714
165.138.147.11,US,39.772,-86.1535
177.38.54.13,BR,-25.0444,-53.6194
198.108.66.166,US,37.751,-97.822
201.149.28.106,MX,19.4342,-99.1386
211.252.252.22,KR,37.5112,126.97409999999999
198.108.66.203,US,37.751,-97.822
162.243.97.209,US,40.7308,-73.9975
198.12.88.144,US,42.8864,-78.8781
223.197.92.122,HK,22.25,114.1667
181.48.232.108,CO,4.6493,-74.0617
170.246.163.10,TT,10.1667,-61.4667
164.52.51.14,HK,22.25,114.1667
114.218.212.127,CN,31.3041,120.5954
107.179.40.53,US,34.0729,-118.2606
13.93.93.224,NL,52.3534,4.9087
61.164.96.122,CN,30.294,120.1619
47.92.35.209,CN,34.7725,113.7266
118.25.221.20,CN,39.9289,116.3883
23.229.68.147,CA,43.2245,-79.6988
107.175.128.148,US,42.8864,-78.8781
115.231.222.8,CN,30.294,120.1619
118.25.18.202,CN,39.9289,116.3883
88.214.27.11,DE,51.2993,9.491
114.80.210.71,CN,31.0449,121.4012
139.217.198.46,CN,31.0449,121.4012
46.99.158.243,AL,41.0,20.0
14.18.205.193,CN,23.1167,113.25
114.91.65.206,CN,31.0449,121.4012
134.249.155.251,UA,50.9216,34.8003
121.32.236.32,CN,23.1167,113.25
111.73.46.179,CN,29.6079,115.8872
60.242.32.144,AU,-37.767,144.9543
122.115.34.77,CN,39.9289,116.3883
125.65.112.193,CN,31.4593,104.7542
151.106.6.150,FR,48.8582,2.3387000000000002
89.162.35.203,NO,66.7432,13.5537
101.78.0.236,CN,24.4798,118.0819
185.53.88.134,NL,52.3824,4.8995
208.111.31.6,US,37.751,-97.822
194.186.114.10,RU,55.7386,37.6068
186.229.16.219,BR,-3.5661,-39.0673
213.189.20.12,NL,52.3824,4.8995
212.47.249.101,FR,48.8582,2.3387000000000002
198.108.66.188,US,37.751,-97.822
198.108.66.200,US,37.751,-97.822
192.210.220.58,US,42.8864,-78.8781
182.106.237.199,CN,28.55,115.9333
220.178.210.5,CN,31.0449,121.4012
202.79.56.223,NP,28.0,84.0
160.202.116.82,US,35.2522,-80.8265
203.82.57.3,PK,33.6975,73.0146
182.61.6.218,CN,39.9289,116.3883
167.114.130.251,US,40.739,-74.1697
195.206.43.115,RU,56.1325,101.6142
157.230.210.10,US,40.793,-74.0247
222.233.53.139,KR,37.4562,126.7288
198.108.66.161,US,37.751,-97.822
188.217.181.151,IT,38.129,13.3341
83.146.71.172,RU,55.7556,60.7028
24.247.196.243,US,42.1974,-85.6194
101.69.178.100,CN,31.0449,121.4012
62.210.248.43,FR,48.8582,2.3387000000000002
5.89.162.147,IT,41.9,12.4833
80.82.65.187,NL,52.3824,4.8995
77.83.173.20,NL,52.5224,5.7267
59.152.246.174,HK,22.3833,114.1833
134.249.177.239,UA,48.5132,32.2597
46.236.65.59,SE,63.9068,19.7571
42.61.2.118,SG,1.2929,103.8547
118.193.21.186,HK,22.25,114.1667
122.155.93.23,TH,13.75,100.4667
60.248.139.169,TW,23.5,121.0
107.175.212.171,US,42.8864,-78.8781
131.108.88.35,BR,-15.7792,-47.9341
154.223.170.82,HK,22.25,114.1667
59.147.96.81,JP,31.560200000000002,130.5581
142.93.103.227,DE,50.1155,8.6842
94.102.53.10,NL,52.3824,4.8995
83.252.121.25,SE,57.7066,11.9672
80.93.213.211,TR,41.0214,28.9948
85.105.2.225,TR,41.018,28.9745
122.200.93.24,CN,34.7725,113.7266
134.209.65.57,US,40.793,-74.0247
47.105.47.230,CN,34.7725,113.7266
23.234.48.58,US,33.9854,-117.8972
58.9.85.99,TH,13.75,100.4667
62.210.188.136,FR,48.8543,2.3527
104.248.242.208,DE,50.1155,8.6842
58.82.202.7,HK,22.25,114.1667
222.240.238.58,CN,28.1783,113.1117
183.237.154.78,CN,34.7725,113.7266
192.158.12.204,CA,43.6319,-79.3716
186.226.177.250,BR,-11.5995,-39.0387
182.48.83.170,BD,23.7272,90.4093
221.132.29.249,VN,16.0,106.0
186.237.135.190,BR,-20.9334,-49.4421
212.0.149.87,SD,15.0,30.0
162.144.74.100,US,40.2347,-111.6447
221.192.219.10,CN,34.7725,113.7266
185.213.50.155,ES,37.6216,-0.7787
216.128.79.56,US,37.751,-97.822
180.101.150.28,CN,32.0617,118.7778
196.29.166.70,SD,15.0,30.0
198.143.158.180,US,41.8777,-87.6376
178.46.215.187,RU,55.45,65.3333
182.254.225.83,CN,39.9288,116.3889
203.119.214.17,CN,30.294,120.1619
198.108.66.144,US,37.751,-97.822
218.29.196.186,CN,34.6836,113.5325
185.90.60.61,NO,59.1312,10.2166
217.211.127.247,SE,56.0467,12.6944
174.79.124.70,US,30.6551,-91.1366
198.108.66.180,US,37.751,-97.822
201.76.14.24,BR,-28.9395,-49.5112
200.123.208.29,BZ,16.9667,-88.2167
123.7.182.34,CN,34.6836,113.5325
74.3.135.211,CA,51.1762,-115.5698
68.183.208.114,DE,50.1155,8.6842
71.16.217.158,US,37.751,-97.822
107.173.207.148,US,42.8864,-78.8781
12.218.61.83,US,42.4248,-83.1951
58.230.210.102,KR,37.5112,126.97409999999999
124.232.155.2,CN,28.1783,113.1117
73.231.57.149,US,37.3859,-122.0882
117.102.8.226,PK,30.0,70.0
142.11.195.222,US,47.4902,-122.3004
91.134.246.34,PT,38.7139,-9.1394
121.200.55.156,IN,10.991,76.9667
118.232.139.19,TW,22.9908,120.2133
106.51.5.56,IN,17.7,83.3
46.172.223.55,UA,44.9572,34.1108
51.15.210.42,FR,48.8582,2.3387000000000002
51.77.222.232,FR,48.8582,2.3387000000000002
37.148.210.39,TR,41.0214,28.9948
18.194.212.54,DE,50.1155,8.6842
123.194.219.63,TW,25.0478,121.5318
212.112.114.132,KG,41.0,75.0
198.56.197.216,US,34.0584,-118.278
192.3.211.39,US,42.8864,-78.8781
185.244.25.220,NL,52.3824,4.8995
173.254.194.2,US,34.0549,-118.2578
178.128.219.197,SG,1.2929,103.8547
183.88.227.24,TH,13.7086,100.4553
178.33.35.122,DE,51.2993,9.491
209.251.227.18,US,37.751,-97.822
198.108.66.193,US,37.751,-97.822
210.64.214.52,TW,23.5,121.0
195.206.183.254,GB,51.4964,-0.1224
212.129.30.255,FR,48.8543,2.3527
198.108.66.206,US,37.751,-97.822
218.232.111.175,KR,37.5112,126.97409999999999
212.200.26.226,RS,44.8166,20.4721
217.199.175.231,GB,51.4964,-0.1224
221.138.204.181,KR,37.5985,126.9783
208.91.107.21,US,39.776,-75.6889
115.144.69.5,KR,37.5112,126.97409999999999
85.104.106.76,TR,39.923,32.8378
2.44.157.133,IT,40.8526,14.2685
104.192.80.59,US,37.751,-97.822
107.150.11.26,US,34.0549,-118.2578
122.194.231.190,CN,34.5997,119.1594
124.13.35.202,MY,6.1212,102.2459
38.65.25.250,US,37.751,-97.822
111.251.39.224,TW,23.5,121.0
107.163.214.2,US,34.197,-118.8199
96.44.152.16,US,34.0549,-118.2578
23.89.49.3,US,34.0584,-118.278
123.30.140.207,VN,16.0,106.0
103.202.121.20,CN,34.7725,113.7266
119.188.254.10,CN,36.0986,120.3719
36.248.3.224,CN,26.0614,119.3061
64.183.78.125,US,33.93,-117.9477
198.108.66.178,US,37.751,-97.822
198.108.67.29,US,37.751,-97.822
185.181.95.132,IT,40.7911,14.6033
200.27.189.193,CL,-33.4378,-70.6503
182.61.18.164,CN,39.9289,116.3883
217.182.186.178,FR,48.8582,2.3387000000000002
202.99.59.235,CN,39.9289,116.3883
198.108.66.201,US,37.751,-97.822
198.108.66.146,US,37.751,-97.822
186.34.218.31,CL,-33.4513,-70.6653
195.246.57.116,EG,30.0778,31.2852
209.17.96.2,US,37.751,-97.822
185.244.25.146,NL,52.3824,4.8995
222.73.243.191,CN,31.6244,121.4969
157.230.225.229,US,40.793,-74.0247
199.38.243.111,US,40.8905,-74.0504
203.69.59.2,TW,25.0478,121.5318
198.108.66.186,US,37.751,-97.822
185.81.157.102,FR,48.8582,2.3387000000000002
192.211.63.202,US,28.0109,-82.4948
202.93.8.37,KH,13.0,105.0
198.108.66.196,US,37.751,-97.822
185.112.32.42,IR,35.6961,51.4231
195.96.230.200,BG,42.7,23.3333
198.108.66.169,US,37.751,-97.822
219.78.91.37,HK,22.2909,114.15
113.21.75.197,IN,22.589199999999998,88.3103
122.225.48.214,CN,30.6329,120.5608
74.117.88.208,US,33.2734,-97.2675
37.148.208.207,TR,41.0214,28.9948
36.66.76.165,ID,-6.1741,106.8296
14.29.87.2,CN,23.1167,113.25
23.225.190.131,US,34.0549,-118.2578
103.36.53.180,HK,22.25,114.1667
82.165.41.7,DE,51.2993,9.491
51.15.83.201,FR,48.8582,2.3387000000000002
78.180.246.66,TR,41.018,28.9745
60.251.132.64,TW,25.0478,121.5318
114.80.210.83,CN,31.0449,121.4012
115.94.117.114,KR,37.5112,126.97409999999999
108.61.156.16,US,40.4652,-74.2307
95.78.251.153,RU,51.7847,55.0986
139.59.95.144,IN,12.9833,77.5833
147.135.77.246,US,38.9609,-77.3429
103.80.27.148,CN,34.7725,113.7266
89.233.219.93,SE,63.8284,20.2597
